id,letter,word,type,etymology,definition,added_at
C3557,C,CONFRONTER,verbe transitif direct,"Étymologie : xive siècle. Emprunté du latin médiéval confrontare, « être contigu à », lui-même composé à l’aide de cum, « avec », et de frons, « front ».","1. 
Marque de domaine : droit.
Mettre des personnes en présence l’une de l’autre pour opposer et vérifier leurs déclarations en vue d’établir la vérité d’un fait.
Confronter deux témoins.
Confronter la victime à l’accusé, avec l’accusé.
Par métonymie.
Confronter les versions des suspects.
▪ Par extension.
Je les ai confrontés pour savoir lequel m’avait menti.


2. 
Rapprocher deux choses pour les comparer.
Confronter deux textes.
Confronter des opinions sur un fait, sur un projet.
Nous avons confronté nos points de vue.

3. 
Loc.
Être confronté à, se trouver face à quelque chose, y être exposé.
Elle a été confrontée à l’hostilité de son entourage.
Un État confronté à une crise économique.
Ils sont confrontés à un choix dramatique.",2026-06-04T04:14:59.795Z
C3640,C,CONNERIE,nom féminin,Étymologie : xixe siècle. Dérivé de con [iii].,"Pop. et péj.
Bêtise, stupidité.
Il est d’une connerie affligeante.
Par extension.
Ce film est d’une connerie sans nom.
Par métonymie.
Tu as encore fait une connerie.
Il ne dit que des conneries.",2026-06-04T04:15:01.431Z
C3680,C,"CONSENTANT, CONSENTANTE",adjectif,Étymologie : xiie siècle. Tiré du participe présent de consentir.,"■ 
Qui consent, qui donne son accord à quelqu’un, qui accepte ce qui lui est proposé.
Êtes-vous consentant ?
▪ Se dit en particulier d’une personne qui accepte librement d’avoir une relation sexuelle.
Une relation entre adultes consentants.

▪ Spécialement. Marque de domaine : droit.
Qui donne son consentement.
Les parties présentes et consentantes.",2026-06-04T04:15:02.500Z
C3681,C,CONSENTEMENT,nom masculin,Étymologie : xiie siècle. Dérivé de consentir.,"■ 
Action de donner son accord à quelqu’un, d’accepter ce qu’il propose ; résultat de cette action.
Consentement verbal, tacite.
Accorder, refuser son consentement.
Donner son consentement par écrit.
Arracher, extorquer le consentement de quelqu’un.
Par métonymie.
L’échange des consentements entre les époux, lors du mariage.
▪ Désigne en particulier le fait d’accepter librement d’avoir une relation sexuelle.
L’absence de consentement a été introduite dans la définition pénale du viol en 2025.

▪ Spécialement. Marque de domaine : droit.
Dans un acte juridique, adhésion de l’une des parties à la proposition de l’autre.
Le divorce par consentement mutuel a été instauré en 1975 sous la présidence de Valéry Giscard d’Estaing.
Vice de consentement ou du consentement, voir Vice.
– Marque de domaine : médecine.
Accord écrit qu’un patient donne avant tout acte médical important.
Recevoir le consentement libre et éclairé d’un malade.

– Marque de domaine : philosophie.
Assentiment donné à une affirmation.
Une vérité fondée sur le consentement universel.",2026-06-04T04:15:02.576Z
C3761,C,CONSTITUTIONNALISER,verbe transitif direct,Étymologie : xixe siècle. Dérivés de constitutionnel.,"Marque de domaine : droit.
Donner à un texte législatif valeur de loi constitutionnelle.
La garantie de pouvoir recourir à l’interruption volontaire de grossesse a été constitutionnalisée en France en 2024.",2026-06-04T04:15:04.226Z
C3762,C,CONSTITUTIONNALISME,nom masculin,Étymologie : xixe siècle. Dérivés de constitutionnel.,"Marque de domaine : droit.
Doctrine selon laquelle une constitution écrite peut seule garantir les libertés individuelles.",2026-06-04T04:15:04.292Z
C3763,C,CONSTITUTIONNALISTE,nom,Étymologie : xixe siècle. Dérivés de constitutionnel.,"1. 
Vieilli.
Partisan du constitutionnalisme.

2. 
Spécialiste du droit constitutionnel.",2026-06-04T04:15:04.354Z
C3764,C,CONSTITUTIONNALITÉ,nom féminin,Étymologie : xviiie siècle. Dérivés de constitutionnel.,"Marque de domaine : droit.
Conformité d’un texte législatif à la constitution d’un pays.
Contester la constitutionnalité d’un projet de loi.
Le contrôle de la constitutionnalité des lois est effectué en France par le Conseil constitutionnel.
Question prioritaire de constitutionnalité, requête qu’un justiciable peut soumettre au Conseil constitutionnel à l’occasion d’un litige administratif ou judiciaire, afin que celui-ci détermine si une disposition législative porte atteinte aux libertés garanties par la Constitution.",2026-06-04T04:15:04.421Z
C3787,C,CONSULTABLE,adjectif,Étymologie : xviie siècle. Dérivé de consulter.,"Qui peut être consulté.
Ce livre n’est pas consultable actuellement.
Le mode d’emploi est consultable en ligne.",2026-06-04T04:15:04.901Z
C3788,C,"CONSULTANT, CONSULTANTE",nom,Étymologie : xvie siècle. Tiré du participe présent de consulter.,"1. 
Vieilli.
Personne qui demande une consultation à un médecin, un avocat, un juriste, etc.
Les consultants se pressaient dans la salle d’attente.

2. 
Celui, celle qui, dans un domaine, fait autorité par son savoir, sa compétence et à qui l’on fait appel pour connaître son avis, son analyse sur une question donnée.
Recourir à un consultant juridique, scientifique.
Un consultant en organisation, en gestion.
Cet ancien footballeur est devenu consultant pour la télévision.
Cet ingénieur a été engagé comme consultant.
Un cabinet de consultants.
▪ En apposition.
Médecin, avocat consultant.",2026-06-04T04:15:04.963Z
C3789,C,"CONSULTATIF, CONSULTATIVE",adjectif,Étymologie : xviie siècle. Dérivé de consulter.,"■ 
Que l’on consulte, qui a pour mission de donner son avis sur certaines matières relevant de sa compétence mais qui n’a pas de pouvoir décisionnel.
Un comité, un organe consultatif.
Le Conseil économique, social et environnemental est une assemblée consultative composée de représentants de la société civile.
▪ Par métonymie.
Voix consultative, qui, lors des délibérations d’une assemblée, permet seulement d’exprimer son avis, par opposition à Voix délibérative, qui donne un pouvoir de décision, un droit de vote.
Il siège dans cette commission, mais seulement avec voix consultative.
Spécialement.
Marque de domaine : droit.
Avis consultatif, opinion sollicitée, mais qui n’entraîne pas une décision juridique obligatoire.",2026-06-04T04:15:05.044Z
C3790,C,CONSULTATION,nom féminin,"Étymologie : xive siècle. Emprunté du latin consultatio, « action de délibérer ; question posée à quelqu’un ».","1. 
Action de solliciter quelqu’un pour lui demander conseil ou connaître son avis.
Il a démissionné après la consultation de ses proches.
À la suite de la consultation de ses administrés, le maire a pris telle décision.
Consultation électorale, scrutin organisé pour avoir l’opinion des électeurs sur une question donnée.

2. 
Action de prendre l’avis de celui, de celle qui fait autorité, dans un domaine, par son savoir, sa compétence.
Il ne signera pas le contrat sans la consultation de son comptable.
Après consultation du Conseil d’État.
La consultation d’une cartomancienne.

3. 
Action de regarder, d’examiner, d’étudier un document, un livre, un appareil pour y chercher une information.
La consultation d’une carte.
La salle de consultation des manuscrits, dans une bibliothèque.
La consultation d’un thermomètre.
Par extension.
La consultation d’un site internet.
▪ Par métonymie.
La consultation des auteurs classiques.


4. 
Fait, pour un spécialiste, de donner son avis sur une matière de sa compétence.
Consultation juridique.
Une consultation payante, gratuite.
▪ Spécialement.
Pour un médecin, action d’examiner le patient dans son cabinet ou à l’hôpital, par opposition à Visite à domicile, et, par extension, dans quelque cadre que ce soit.
Le prix de la consultation est moins élevé que celui de la visite.
Les heures, les jours de consultation.
Une consultation de tabacologie.
Une blouse de consultation.


5. 
Conférence que tiennent plusieurs personnes pour confronter leurs opinions et prendre une décision, quand elles se trouvent en présence d’un cas ou d’un problème difficile.
La maladie s’aggravant, le médecin traitant a demandé une consultation avec ses confrères.
Une consultation d’experts.",2026-06-04T04:15:05.116Z
C3792,C,CONSULTER,"verbe transitif direct et indirect, verbe intransitif et verbe pronominal","Étymologie : xve siècle. Emprunté du latin consultare, « délibérer ; interroger ».","A. 
Verbe transitif direct.
1. 
Solliciter quelqu’un pour lui demander conseil ou connaître son avis.
Consulter son conjoint, ses amis avant de prendre une décision.
La direction veut consulter les syndicats avant de donner son accord.
▪ Fig. et vieilli.
Consulter son cœur.
Consulter ses forces.


2. 
Prendre l’avis de celui, de celle qui fait autorité par son savoir, sa compétence dans un domaine.
Consulter une cardiologue.
Consulter un avocat avant d’intenter une action en justice.
Consulter un expert.
Consulter un astrologue, une voyante et, par métonymie, consulter les astres, les tarots.
▪ Absolument.
Avant de vous engager dans ce procès, vous devriez consulter.
S’emploie surtout à propos d’un professionnel de la santé et, en particulier, d’un psychothérapeute.
Il devrait aller consulter.
Remarque : (Cet emploi absolu, auparavant déconseillé, est aujourd’hui entré dans l’usage.)


3. 
Regarder, examiner, étudier un document, un livre, un appareil pour y trouver une information.
Consulter le plan d’une ville.
Ce manuscrit ne se consulte que sur place.
Consulter un dictionnaire.
Consulter les ouvrages des philosophes grecs ou, par métonymie, consulter les philosophes grecs.
Consulter sa montre, le baromètre.
Par extension.
Consulter sa messagerie électronique.
▪ Par analogie.
Il consulta sa mémoire, ses souvenirs pour reconstituer les faits.

▪ Loc.
Consulter son miroir, s’y regarder pour s’assurer de sa mine ou de sa mise.



B. 
Verbe transitif indirect.
Vieilli.
Délibérer avec d’autres sur un sujet donné.
Il veut en consulter avec ses amis.
Plusieurs spécialistes ont consulté sur sa maladie.",2026-06-04T04:15:05.285Z
C3797,C,CONTACTER,verbe transitif direct,Étymologie : xixe siècle. Dérivé de contact.,"Prendre contact, entrer en relation avec quelqu’un.
En arrivant au Caire, votre agent devra contacter tel fonctionnaire, tel bureau.
Il a cherché à vous contacter plusieurs fois dans la matinée.",2026-06-04T04:15:05.489Z
C3832,C,CONTEXTE,nom masculin,"Étymologie : xvie siècle, au sens d’« ensemble formé par les différentes clauses d’un acte juridique » ; xviiie siècle, au sens propre ; xixe siècle, au sens figuré. Emprunté du latin contextus, « assemblage ; enchaînement », lui-même dérivé de contexere, « tisser ensemble, assembler ».","■ 
Ensemble des éléments d’un texte, d’un discours qui entourent un mot, une phrase, un passage et en éclairent le sens.
Le contexte d’emploi d’un terme.
Dans un contexte négatif.
Fausser le sens d’une citation en l’isolant de son contexte.
Le contexte de l’article montre que cette affirmation est ironique.
▪ Fig.
Ensemble de circonstances qui accompagnent un évènement, une action, une situation.
Tenir compte du contexte social, culturel, historique.
Dans le contexte économique actuel.
Remarque : (Cet emploi figuré, auparavant déconseillé, se rencontre aujourd’hui fréquemment dans l’usage.)",2026-06-04T04:15:06.323Z
C4144,C,COORDONNÉES,nom féminin pluriel,"Étymologie : xviiie siècle. Forme féminine substantivée du participe passé de coordonner, au pluriel.","■ 
Marque de domaine : sciences.
Données qui, dans un système d’axes de référence, permettent de fixer la position d’un point dans le plan ou dans l’espace (s’emploie parfois au singulier pour désigner chacune de ces données).
Dans le plan, les coordonnées cartésiennes sont l’abscisse et l’ordonnée.
Système de coordonnées, voir Système.
L’origine des coordonnées, le point à partir duquel les axes de référence sont gradués.
Coordonnées bipolaires, polaires, rectangulaires, voir ces mots.
Les coordonnées géographiques sont la longitude et la latitude.
En astronomie, on repère un astre grâce à ses coordonnées horizontales, horaires ou équatoriales.
▪ Fig.
Indications qui permettent de joindre quelqu’un, tels l’adresse ou le numéro de téléphone.
Je n’ai pas vos coordonnées.
Remarque : (Cet emploi figuré, auparavant déconseillé, se rencontre aujourd’hui fréquemment dans l’usage.)",2026-06-04T04:15:12.554Z
C4339,C,CORRECTIONNALISER,verbe transitif direct,Étymologie : xixe siècle. Dérivés de correctionnel.,"Marque de domaine : droit.
Qualifier de délit ce qui était réputé crime pour le faire juger par le tribunal correctionnel.
Correctionnaliser un vol avec violence.",2026-06-04T04:15:16.384Z
